title,author,isbn,price,description,imageUrl,thumbnailUrl,quantity,year,genres
The Scrambled States of America,Laurie Keller,805058028,39.56,"At the first annual ""states party,"" Virginia and Idaho hatch a plan to swap spots so each can see another part of the country. Before the party is over, all the states decide to switch places.In the beginning, every state is happy in its new location. But soon things start to go wrong. Florida, who switches spots with Minnesota, is freezing in the frosty northern climate, and Minnesota hasn't brought sunscreen and is getting an awful sunburn. Will the states ever unscramble themselves and return to their proper places?Packed with madcap humor and whimsical illustrations, this quirky story--starring all fifty states--is chock-full of introductory facts and silly antics that will make learning geography as much fun as taking a vacation.This title has Common Core connections.",http://images.amazon.com/images/P/0805058028.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0805058028.01.MZZZZZZZ.jpg,5,1998,Kids & Young Adult
The Sea Came in at Midnight,Steve Erickson,380806584,20.7,"God invented millennia for writers like Steve Erickson. Erickson's previous books have buried L.A.'s freeways in sand, set bonfires in Paris streets, and hitched along for the 1996 presidential campaign. In terms of madness, doom, and sheer human folly, what could possibly be left? Plenty, as it turns out. As The Sea Came in at Midnight opens, 17-year-old Kristin works in a Japanese ""memory hotel,"" where despite her so-so looks she's in high demand. As an American, ""Kristin represents the Western annihilation of ancient Japanese memory and therefore its master and possessor, a red bomb in one hand, a red bottle of soda pop in the other."" After one of her best clients expires in the booth, she finally tells him her own story--which turns out to be quite a tale, involving escape from a millennial suicide cult and nude solitary confinement at the behest of a man known only as the Occupant. Add in the novel's other threads, which span 40 years and include a dream cartographer, a chaos-based calendar, time capsules, and both real and faked snuff films, and you have a heady mixture indeed. Fans of Erickson's unsettling, dreamlike style are legion, and they won't be disappointed in his latest take on the End Time, Blade Runner-style. But in a way, the millennium is beside the point; with a plot like this one, a mere flipping of digits seems so much apocalyptic icing on the cake. Combing a lyrical surrealism with a jittery, jump-cut technique, Erickson writes like the 21st-century heir of Pynchon and DeLillo. --Chloe Byrne",http://images.amazon.com/images/P/0380806584.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0380806584.01.MZZZZZZZ.jpg,2,2000,Fiction
The SEA HUNTERS,Clive Cussler,671001809,27.53,"A steamboat goes up in flames...and down to the bottom of the sea. A locomotive plunges into a creek...and vanished into mystery. A German U-boat sends an American troop transport, and eight hundred on board, to a watery grave, on Christmas eve. Clive Cussler and his crack team of NUMA (National Underwater Marine Agency, a nonprofit organization that searches for historic shipwrecks) volunteers have found the remains of these and other tragic wrecks. Here for the first time are the dramatic, true accounts of the twelve most remarkable underwater discoveries made by Cussler and his team. As suspenseful and satisfying as the best of his Dirk Pitt novels, The Sea Hunters is a unique story of true commitment and courage.",http://images.amazon.com/images/P/0671001809.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001809.01.MZZZZZZZ.jpg,9,1997,History & Politics
The SEA HUNTERS,Clive Cussler,684830272,34.18,"The author describes undersea searches for such fabled ships as the Cumberland, a Union frigate sunk during the Civil War; the U-21, the first German sub to sink a warship during WWI &amp; escape; and others. B&amp;W photos.The steamboat Lexington. Through by daylight --1840 --Enter NUMA --1983 --The Republic of Texas Navy Ship Zavala. A sweet-handling ship --1836-1842 --Ship in a parking lot --1986 --U.S.S. Cumberland and C.S.S. Florida. Her flag still flying --1862 --She-devil of the Confederacy --1864 --Where did they go? --1980 --Back with a vengeance --1982 --C.S.S. Arkansas. The gauntlet --1862 --Go down to the levee --1981 --U.S.S. Carondelet. The river war --1862 --Some days you can't win --1982 --The Confederate Submarine Hunley. The little sub that could ... and did --1864 --The toughest find of all --1980 --Once more with feeling --1981 --If at first you don't succeed --1994 --The lost locomotive of Kiowa Creek. Journey to nowhere --1878 --One that got away --1989. Cont.): H.M.S. Pathfinder, U-21, and U-20. Death from the depths --1914 --Down in eighteen minutes --1915 --I'd rather be in Hawaii --1984 --The troop transport LÃ©opoldville. Silent night, deadly night --1944 --Curses, foiled again --1984 --They can't be found if you don't look. Postscript --Current list of national underwater &amp; marine agency shipwreck surveys and discoveries --Foreign ships discovered and surveyed --Additional sites surveyed",http://images.amazon.com/images/P/0684830272.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0684830272.01.MZZZZZZZ.jpg,3,1996,History & Politics
The Sea of Light (Plume Books),Jenifer Levin,452270596,33.59,"The Sea of Light is a wise, beautiful, and very American story of three women and their desire to excel and win - and heal one another - in the highly charged world of athletic competition. Angelita is the hurricane that brings down a plane carrying a team of star-quality swimmers, groomed from childhood to compete at the international level. Babe Delgado is a young Cuban-American woman, presumed dead, who is rescued from the crash. Fifty-one hours in the Atlantic have left her scarred in body and spirit, afraid to compete again. Brenna Allen is a tough, driven swim coach at a small university, grieving for a lover lost to cancer. She finds solace in building her own winning team, driving her overworked captain, Ellie Marks, ever harder. Ellie is a child of holocaust survivors, struggling to own herself and her sexuality as hard as she's working to win. Brenna recruits Babe, promising to help her rebuild her damaged body, strength, and will. The Sea of Light is a story of wins, losses, and passions in a world where destiny and magic interfere with victory, where families are forced to reconcile with private hurts and false dreams, and where a redemptive, healing love between women - erotic and overwhelmingly intimate - stands in stark contrast to the expectations of the world. A sensitive, powerful tale of self-discovery, sexual identity, and violent emotions unleashed by sudden disaster, this novel is sure to command attention and acclaim.",http://images.amazon.com/images/P/0452270596.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0452270596.01.MZZZZZZZ.jpg,4,1994,Fiction
The Sea of Tranquility,Mark Haddon,1981625,21.81,"Leading up to the 40th anniversary of the first moon landing, the excitement of this momentous event is captured through the eyes of a child in this glorious picture book, reformatted with a new cover design. Mark Haddon is the prize-winning, highly-acclaimed author of the best-selling novel 'The Curious Incident of the Dog in the Night Time'. Years ago there was a little boy who dreamed of rocketing to the moon, of landing on the crumbly rock and walking across the Sea of Tranquility. He borrowed library books and read how astronauts had orbited the earth and walked in space. And every night he hoped that they would find a way to land on the moon and walk where he had dreamed of walking. And eventually, one cloudless night, they did!",http://images.amazon.com/images/P/0001981625.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0001981625.01.MZZZZZZZ.jpg,5,1996,Kids & Young Adult
The Seal Wife : A Novel,KATHRYN HARRISON,375506292,32.97,"Stunning, hypnotic, spare, The Seal Wife is the masterly new novel by Kathryn Harrison, â€œa writer of extraordinary giftsâ€ (Tobias Wolff). Set in Alaska in 1915, it tells the story of a young scientistâ€™s consuming love for a woman known as the Aleut, a woman who never speaks, who refuses to reveal so much as her name.Born and educated in midwestern cities, Bigelow is sent north by the United States government to establish a weather observatory in Anchorage. But what could have prepared him for the loneliness of a railroad town with more than two thousand men and only a handful of women, or for winter nights twenty hours long? And what can protect him from obsessionâ€”obsession with a woman who seems in her silence and mystery to possess the power to destroy his life forever, and obsession with the weather kite he invents, a kite he hopes will fly higher than any has ever flown before and will penetrate the secrets of the heavens? A novel of passions both dangerous and generative, The Seal Wife explores the nature of desire and its ability to propel an individual beyond himself and convention. As she brilliantly reimagines the terrain of the Alaskan frontier during the period of the First World War, Harrison, a â€œmaster of her materialâ€ (Mary Gordon), also evokes early efforts to chart the weather and reveals the interior realm of the psyche and emotionsâ€”a human landscape that, in its splendor and terror, is profoundly and eerily reminiscent of the frozen frontier and the storms that scour its face.From the Hardcover edition.",http://images.amazon.com/images/P/0375506292.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0375506292.01.MZZZZZZZ.jpg,6,2002,Fiction
The Seance (Laurel-Leaf Suspense Fiction),JOAN LOWERY NIXON,440979374,27.04,"Lauren is reluctant to be part of the seance fromÂ the start. When the lights are turned off and onlyÂ a candle flickers, she feels scared. Something isÂ wrong. Something is watching her. And when SaraÂ screams, all the girls are frightened. Even moreÂ frightening, when they turn the lights back on, SaraÂ is missing. Then her body isÂ found. Soon, another girl from the group disappears.Â Will Lauren be next?",http://images.amazon.com/images/P/0440979374.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0440979374.01.MZZZZZZZ.jpg,2,1981,"Mystery, Thriller & Crime"
The Search,Iris Johansen,553800914,24.07,"Sarah Patrick, working search and rescue with Monty, her golden retriever who is part of the ATF K-9 unit, takes on a perilous new assignment to locate a kidnapped scientist.",http://images.amazon.com/images/P/0553800914.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0553800914.01.MZZZZZZZ.jpg,2,2000,Fiction
The Search for Aladdin's Lamp,Jay Leibold,553291858,32.67,"""You're The Star! 12 Exciting Endings!"" ""Will You Find The Fabled Lamp Of Aladdin--And Live To Tell The Story?""You and your aunt are in Istanbul, Turkey, searching for the legendary lamp of Aladdin. While looking for clues, you stumble upon a secret stairwell that leads to a small passageway. There you notice a lamp on a hook, high above you on the wall. It might be Aladdin's lamp, but something tells you it might not be, and perhaps you should leave it alone. What will you do?If you try to get the lamp, turn to page 99. If you make your way out of the passageway and find your aunt, turn to page 46. But be careful! You might locate the legendary lamp of Aladdin and have an all-powerful genie at your side. Or you could find yourself in the mystical land of Aladdin, trapped for all eternity!What happens next in the story? It all depends on the choices you make. How does the story. end? Only you can find out! And the best part is that you can keep reading and rereading until you've had not one but many incredibly daring experiences!",http://images.amazon.com/images/P/0553291858.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0553291858.01.MZZZZZZZ.jpg,10,1991,Non-fiction
The Search for Modern China,Jonathan D. Spence,393027082,37.5,"Covering more than four centuries of epic history with unsurpassed learning, imagination, and passion, Spence tells a story of vast struggle, of exhilarating dreams and crushed lives, and above all of the sheer capacity of the human spirit to endure. Professor of history at Yale University and author of numerous works on China, Spence shows the reader a world struggling to remake itself and establish harmony in light of recent events. 136 pages of full-color illustrations and black-and-white photographs.",http://images.amazon.com/images/P/0393027082.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0393027082.01.MZZZZZZZ.jpg,8,1990,History & Politics
The SEARCH FOR SNOUT: BRUCE COVILLE'S ALIEN ADVENTURES : THE SEARCH FOR SNOUT: BRUCE COVILLE'S ALIEN ADVENTURES,Bruce Coville,671798340,20.22,"Somewhere Snout is waiting.Rod Allbright and his alien friends face the biggest mystery of their lives: where in the wide, wide galaxy is their missing friend Snout, the Master of the Mental Arts?Their death-defying search for their friend leads them across the stars to the Mentat, the mysterious home of the Mental Masters. But the clues they uncover there only deepen the mystery â€” and the danger. For Rod and his friends have stumbled into something far bigger and more dangerous than any of them had dreamed of. At stake are their honor, their lives, their sanity, and (just possibly) the fate of the universe.",http://images.amazon.com/images/P/0671798340.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0671798340.01.MZZZZZZZ.jpg,2,1995,Kids & Young Adult
The Second Coming of Lucy Hatch : A Novel,Marsha Moyer,60081651,17.26,"A fresh talent weaves an engaging tale of love, life, and second chances in this stirring first novel set in a small Southern townFor fans of Billie Letts, Adriana Trigiani, and Lorna Landvik comes this uniquely heartfelt and spirited story from a sparkling new voice. Farm wife Lucy Hatch never dreamed her husband would walk out into the field one morning and never come back, leaving her a widow at thirty-three. And when she returns to her tiny Texas hometown, contemplating a life of quiet solitude, the last thing she expects to find is Ash Farrell -- a dashing man who has everything to teach Lucy about working through heartache and reaching to claim new love.But their budding romance is far from typical: Lucy and Ash must endure not just an irate ex-girlfriend, a false arrest, and a twenty-year flood, but every watchful eye and wagging tongue in town. Filled with richness, humor, and a vivid medley of characters, The Second Coming of Lucy Hatch transports readers on Lucy's journey as she learns to resolve her doubts and embrace a renewed sense of herself as a woman.",http://images.amazon.com/images/P/0060081651.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0060081651.01.MZZZZZZZ.jpg,4,2002,Fiction
The Second Part of King Henry IV (The Pelican Shakespeare),William Shakespeare,140714081,34.44,"The stirring continuation of the themes begun in Henry IV, Part One again pits a rebellion within the State and that master of misrule, Falstaff, against the maturing of Prince Hal. Alternating scenes between bawdy tavern and regal court, between revelry and politics, Shakespeare probes at the sources, uses, and responsibilities of power as an old king dies and a young king must choose between a ruler's solemn duty and a merry but dissipated friend, Falstaff. The play represents Shakespeare at the peak of his maturity in writing historical drama and comedy.",http://images.amazon.com/images/P/0140714081.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0140714081.01.MZZZZZZZ.jpg,6,1957,Fiction
The Second Time Around : A Novel,Mary Higgins Clark,743206061,36.42,"In a novel that reaffirms her reputation as ""America's Queen of Suspense,"" Mary Higgins Clark delivers a gripping tale of deception and tantalizing suspense.Nicholas Spencer, charismatic head of the medical research company Gen-stone, involved in the development of an anticancer vaccine, suddenly disappears. His private plane crashes en route to Puerto Rico, but his body is not found.Early results of the vaccine seemed highly promising. Yet, coinciding with Nicholas Spencer's disappearance comes news that the FDA is denying approval. Then follows the shocking revelation that Spencer had looted Gen-stone of huge sums of money -- including the lifetime savings of people who had risked every penny they had.Marcia ""Carley"" DeCarlo, the thirty-two-year-old columnist for the Wall Street Weekly, is assigned to cover the story. Carley is the stepsister of Spencer's wife, Lynn, an aggressive PR woman and socialite, whom she dislikes and distrusts.The day after news of her husband's disappearance rocks the financial and medical world, Lynn attends a meeting of the stockholders of Gen-stone, flaunting expensive clothing and jewelry. Accused of having participated in the scam, she appears indifferent to the anger and despair of the people attending, among them a man whose child has cancer and who is now about to lose his home. That night, she narrowly escapes death when her mansion in Bedford, New York, is set on fire. She turns to Carley, begging her to use her investigative skills to prove that she was not her husband's accomplice.As Carley proceeds with her investigation, she is confronted by seemingly impenetrable questions: Is Nicholas Spencer dead or in hiding? Was he guilty or set up? Why the sudden reversal in medical opinion of the vaccine from recognition to condemnation? And as the facts begin to unfold, she becomes the target of a dangerous group involved in a sinister and fraudulent scheme.The Second Time Around is Mary Higgins Clark at her best, telling a story that intertwines fiction with the stuff of real-life headlines in a novel of breathtaking suspense and surprises.",http://images.amazon.com/images/P/0743206061.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0743206061.01.MZZZZZZZ.jpg,1,2003,Fiction
The Secret Agent,Joseph Conrad,451524160,37.96,"Inspired by an actual attempt in 1894 to blow up London's Greenwich Observatory, here is a chillingly prophetic examination of contemporary terrorism and the literary precursor to today's espionage thriller. Revised reissue.",http://images.amazon.com/images/P/0451524160.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524160.01.MZZZZZZZ.jpg,6,1991,Fiction
The Secret Ingredient Murders : A Eugenia Potter Mystery,NANCY PICKARD,440217687,35.06,"A DINNER TO DIE FORSummoned from her Arizona ranch to take charge of her teenage great-nephew and his twin sister, Genia Potter takes a rental on the Rhode Island coast. Old acquaintance Stanley Parker is only too happy to welcome her. And soon Genia is busily preparing for the tasting party that she and Stanley are hosting that evening at her cottage.An avid cook and recipe collector, Stanley has already roped Genia into collaborating on The Secret Ingredient Cookbook, chock-full of Rhode Island culinary mysteries. Now is their chance to test some recipes and solicit others from each of the invited. Stanley has carefully selected six guests. And each has been asked to contribute a recipe with one secret ingredient. Genia asks no questionsâ€“until the lobster bisque is cold and all but one are present. Where is Stanley? Dead. And unlamented. Has one of the guests concocted a secret recipe for murder? Everyone has a motive. And everyone has a secretâ€“including Geniaâ€™s troubled great-nephew, the prime suspect. . .",http://images.amazon.com/images/P/0440217687.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0440217687.01.MZZZZZZZ.jpg,3,2002,Fiction
The Secret Life of Sally Tomato,Jean Ure,6751504,36.46,"No child is very ordinaryâ€”certainly not Salvatore d'Amato, or Sally Tomato, as he's sometimes called. He's out to get a girl and he has a plan; he's going to write a Disgusting Ditty for each letter of the alphabet, and take up secret body building without his sister noticing.",http://images.amazon.com/images/P/0006751504.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0006751504.01.MZZZZZZZ.jpg,2,2001,Kids & Young Adult
The Secret of Childhood,Maria Montessori,345305833,33.64,Maria Montessori describes the child with warmth and the exactness of a scientist. She also discusses the array of materials and techniques needed to release his learning potential.,http://images.amazon.com/images/P/0345305833.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0345305833.01.MZZZZZZZ.jpg,9,1992,Non-fiction
The Secret of Platform 13,Eva Ibbotson,525459294,17.4,"Under an abandoned railway platform in one of London's busiest stations is an old doorway covered with peeling posters. No one walking by (if anyone did) would guess that it is the entrance to a magical kingdom--an island where humans live happily with mermaids, ogres, feys, and wonderful creatures called mistmakers. Carefully hidden from the world, the Island is accessible only when the door opens for nine days every nine years. A lot can go wrong in nine days.When the beastly Mrs. Trottle kidnaps the prince of the Island, it's up to a strange band of rescuers to save him. But can an ogre, a hag, a wizard, and a fey troop around London unnoticed? And what if the prince doesn't want to go back?",http://images.amazon.com/images/P/0525459294.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0525459294.01.MZZZZZZZ.jpg,6,1998,Kids & Young Adult
The Secret of Platform 13,Eva Ibbotson,141302860,24.92,"When the beastly Mrs. Trottle kidnaps the prince to a magical island, it's up to a strange band of rescuers to save him. But can a hag, a wizard, a fey, and an invisible ogre really sneak around London unnoticed?",http://images.amazon.com/images/P/0141302860.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0141302860.01.MZZZZZZZ.jpg,8,1999,Kids & Young Adult
The Secret of Skeleton Island (Three Investigators (Paperback)),ROBERT ARTHUR,394864069,17.17,"Skeleton Island is the next stop for The Three Investigators, where they encounter a movie company and a ghost.",http://images.amazon.com/images/P/0394864069.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0394864069.01.MZZZZZZZ.jpg,3,1985,Kids & Young Adult
The Secret of the Pink Pokemon (Pokemon Chapter Book #10),Tracey West,439169437,19.09,"Ash and friends discover new Pokemon on the weird Orange Islands. Onix is made of crystal, Rhyhorn has turned pink, Marril has super sonar, and Snorlax is on a feeding frenzy! But Ash can still count on Team Rocket setting their usual traps to swipe rare Pokemon - and Pikachu of course.",http://images.amazon.com/images/P/0439169437.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0439169437.01.MZZZZZZZ.jpg,7,2000,Kids & Young Adult
The Secret Path (A Tale from Percys Park),Nick Butterworth,7155182,38.74,"Percy the Park Keeper is in for a surprise in this funny story from highly-regarded, bestselling author-illustrator Nick Butterworth. Includes a fabulous fold-out maze.Itâ€™s a beautiful spring morning and a perfect opportunity for Percy to trim the overgrown maze. The animals decide to have some fun hiding on the stone lion in the middle of the maze, to surprise Percy. But the suprise is on them when they fall asleep and Percy, finding them, hides behind the statue and pretends his voice is the lionâ€™s telling them to wake up.Percy has unravelled some string through the maze to help him find the way out but the squirrel, thinking he is helping, has wound the string into a ball. Help Percy and his friends find the way out of the park, guiding them through the fold-out maze at the back of the book.",http://images.amazon.com/images/P/0007155182.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0007155182.01.MZZZZZZZ.jpg,5,2003,Kids & Young Adult
The Secret Self I: Short Stories by Women (The Everyman Library),Hermione Lee,460873482,32.79,"A selection from the GOLDEN TREASURY, which has remained the most famous poetry anthology since publication in 1861",http://images.amazon.com/images/P/0460873482.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0460873482.01.MZZZZZZZ.jpg,5,1993,Fiction
The Secret She Keeps  (Top Secret Babies),Cassie Miles,373226942,21.41,"He Was Her First Love, The father of Her Son - And A Complete Stranger...Eden Miller had once loved and lost the man of her dreams. But twelve years later he returned, and she learned he'd been undercover for the FBI, investigating her family. Payne's kisses stilled thrilled her, but did Eden dare trust her heart of let him in on her - their - big secret?Payne Magnuson was considered a renegade agent - and a wanted man who'd been framed for murder. The stakes couldn't get any higher...until Eden told him he was a father! Now nothing would keep him from the woman he'd never stopped loving and the child he had yet to meet. But would fate and a vengeful murderer allow this joyful reunion?",http://images.amazon.com/images/P/0373226942.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0373226942.01.MZZZZZZZ.jpg,1,2003,Fiction
The Secret Sisters,Elizabeth Lowell,61042366,38.38,"DEAR READERS,Whether writing as Ann Maxwell or Elizabeth Lowell, I've always loved the kind of fast-paced story that involves a man, a woman, danger, passion, and something of great beauty. As beauty often involves value, and value often leads to greed, jealousy, and guile, the possibilities are as endless as they are exciting.That's what I love --- the excitement of finding out what happens when you lift the lid of the ordinary world and see what lies waiting beneath.And something always does.In The Secret Sisters, the woman is Christy McKenna, a cutting-edge New York fashion writer whose unhappy past lies in the West rather than in Manhattan. The man is Aaron Cain, an outlaw archaelogist who has little good to say about cities or the people who inhabit them.Christy and Cain collide when both of them are in pursuit of her drop-dead beautiful sister, a famous (and infamous) model who has dissapeared in the wild, haunted rock canyons where the ancient Anasazi once made their home. The Anasazi have left something of themselves behind --- something men will kill for.Welcome to a dangerous world of ancient spirits and modern greed, of startling beauty and instant death, of deceitful friends and strangers who hold your life in their hands.Have fun.Ann Maxwell (THE AUTHOR)",http://images.amazon.com/images/P/0061042366.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0061042366.01.MZZZZZZZ.jpg,5,1997,Fiction
The Secret State: Whitehall and the Cold War,Peter Hennessy,713996269,35.98,"As Cold War Britain came under the terrifying shadow of nuclear destruction, secret government plans were underway to ensure the survival of a chosen few ... Peter Hennessy's sensational book draws on recently declassified intelligence and war-planning documents, and interviews with key officials, to reveal a chilling behind-the-scenes picture of the corridors of power when the world teetered on the brink of disaster. Who would have gone underground with the Prime Minister in the event of an attack? Where is their secret bunker? Under what circumstances would we retaliate? Where were the Soviets' UK targets thought to be? Whose finger was -- and is -- on the button? And what kind of world would have been left when the dust had settled and 'breakdown' had occurred ...?",http://images.amazon.com/images/P/0713996269.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0713996269.01.MZZZZZZZ.jpg,7,2002,History & Politics
The Seduction of an English Lady,Cathy Maxwell,60092971,17.35,"To seduce an English lady, a gentleman must always remember to . . .Gaze longingly into her eyes while declaring her beauty . . .Colonel Colin Mandland has wealth, power . . . everything but a bride. But although there is no mistress of his newly purchased manor, Maiden Hill, there is certainly a resident maiden: Lady Rosalyn Wellborne, a stubborn beauty who steadfastly refuses to leave the place she has always called home.Hold her hand just a fraction longer than necessary...Tantalizing Rosalyn proves to be far more difficult than any enemy he's ever met on the battlefield. She attacks by declaring Colin an upstart who is unfit for local society. He shockingly counters by offering for her hand in marriageâ€”and she surprisingly accepts.Or, when all else fails, conquer her.Although this genteel lady has vowed never to succumb to unbridled passion, she quickly learns that theirs will be no marriage in-name-only, but rather a slow, sensuous and alarmingly effective seduction . . . that turns her world upside down.",http://images.amazon.com/images/P/0060092971.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0060092971.01.MZZZZZZZ.jpg,10,2003,Fiction
The Seduction of Samantha Kincade,Maggie Osborne,446600938,35.24,"A WOMAN RIDING FOR REVENGE, A MAN GAMBLING FOR LOVESamantha Kincade was after a man. As a bounty hunter that was her job. But in a rowdy Colorado saloon, a gambler with golden tiger eyes saw through her boy's disguise. A little frightened, and more than a little fascinated, Samantha knew the blazing eyes belonged to Trace Harden, the half-brother of Hannibal Cotwell, the killer she had sworn to find. Any kin of Cotwell's was an enemy, and Samantha's trigger finger itched when she looked at Trace. But a force more powerful was pulling them together, a love that could free each from a turbulent past and give them a future together. First the two loners would have to trust each other-and dare to join their untamed hearts in a wild land.",http://images.amazon.com/images/P/0446600938.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0446600938.01.MZZZZZZZ.jpg,5,1995,Fiction
The Seductive One (Marcelli Sisters of Pleasure Road),Susan Mallery,743443969,33.9,"For the Marcelli sisters of California wine country, the season is ripe for romance! Of all the Marcelli sisters, the one who dreams of running the family's winery is Brenna -- and she's about to get her chance. But taking the helm at Marcelli Winery is tougher than she bargained for -- especially when she butts heads with her grandfather, whose Old World ways dictate that a male should inherit the business. In need of some fast capital in order to prove her grandfather wrong, Brenna turns to Nic Giovanni, her family's nemesis....Years ago, she ended her secret relationship with Nic, choosing loyalty to her family over the hot passion they shared. But now he's back in her life, he's loaned her a million dollars, and their feelings for each other are stronger than ever. Brenna must find out for herself: is Nic the love of her life? Or the schemer who could topple the Marcelli dynasty -- and break her heart? Meet three unforgettable sisters in a wonderful trilogy that's vintage Susan Mallery -- warm, witty, and stunningly sensual. Look for The Sparkling One and The Sassy One, available from Pocket Star Books!",http://images.amazon.com/images/P/0743443969.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0743443969.01.MZZZZZZZ.jpg,4,2003,Fiction
The Selected Journals of L.M. Montgomery: 1910-1921 (Selected Journals of L. M. Montgomery),L.M. Montgomery,195405862,31.23,"An instant best-seller in Canada, the first volume of The Selected Journals of L.M. Montgomery recorded the growing power and imagination of one of the world's best-loved writers, the author of the classic novel for children, Anne of Green Gables. The London Free Press hailed it as ""pure gold, the deeply felt, finely evocative rendering of years both heartbreakingly sad and splendidly triumphant,"" and The Montreal Gazette termed it ""one of the most haunting documents in Canadian literary history."" The second volume promises to be equally intriguing and powerful. Ranging from 1910 to 1921, Montgomery's revealing journal documents a time of great upheaval, both in her life and in the world around her. Here she records her thoughts about the death of her rigid, intolerant grandmother, who had ruled her life so strickly...her troubled marriage to the Reverend Ewan Macdonald...the move from her beloved Prince Edward Island to a small Ontario town...her shocked reaction to the First World War...and the rewards and difficulties of being a noted writer. Spontaneous and frank, these journals are unusual for their narrative interest: Montgomery's gifts as a storyteller are as much in evidence here as in her novels. The autobiographical content will intrigue every dedicated fan of Anne of Green Gables and the other Anne books, but the Montgomery journals are also interesting because they provide a unique social history and the privilege of viewing closely the life of a remarkable woman.",http://images.amazon.com/images/P/0195405862.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0195405862.01.MZZZZZZZ.jpg,10,1988,Science & Technology
The Selected Poems of Emily Dickinson (Modern Library Paperback Classics),EMILY DICKINSON,679783350,27.61,"Includes over 400 of Dickinson's poems, expressing her ideas on love, life, and nature, that were published after her death in 1886.",http://images.amazon.com/images/P/0679783350.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0679783350.01.MZZZZZZZ.jpg,9,2000,Fiction
The Senator's Wife,KAREN ROBARDS,440215994,22.18,"A public scandal. A private torment. A love that changed everything--Ronnie Honneker is the senator's wife.Â Â When she fell for the dashing politician, the stars in her eyes kept her from seeing his flaws.Â Â And when she discovered his constant need for other women, it was already too late.Â Â Now all the glamour of politics can't make up for Ronnie's loneliness--or her husband's affairs.Â Â Especially the one that explodes into a media sex scandal.Pursued by reporters, Ronnie reluctantly lets handsome political strategist Tom Quinlan clean up the mess.Â Â She agrees to publicly stand by her man until after the next election.Â Â Privately, she is in turmoil, and falling passionately in love--with Tom.Â Â As Ronnie and Tom seek shelter in each other, suddenly the unexpected happens.Â Â The senator's violent death thrusts Ronnie into the spotlight--as the leading suspect in his murder.Â Â Now only one thing can prove Ronnie's innocence: the whole shocking truth....",http://images.amazon.com/images/P/0440215994.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0440215994.01.MZZZZZZZ.jpg,2,1999,Fiction
The Sense of Beauty: Being the Outline of Aesthetic Theory,George Santayana,486202380,24.48,"It is remarkably appropriate that this work on aesthetics should have been written by George Santayana, who is probably the most brilliant philosophic writer and the philosopher with the strongest sense of beauty since Plato. It is not a dry metaphysical treatise, as works on aesthetics so often are, but is itself a fascinating document: as much a revelation of the beauty of language as of the concept of beauty.This unabridged reproduction of the 1896 edition of lectures delivered at Harvard College is a study of ""why, when, and how beauty appears, what conditions an object must fulfill to be beautiful, what elements of our nature make us sensible of beauty, and what the relation is between the constitution of the object and the excitement of our susceptibility.""Santayana first analyzes the nature of beauty, finding it irrational, ""pleasure regarded as the quality of a thing."" He then proceeds to the materials of beauty, showing what all human functions can contribute: love, social instincts, senses, etc. Beauty of form is then analyzed, and finally the author discusses the expression of beauty. Literature, religion, values, evil, wit, humor, and the possibility of finite perfection are all examined. Presentation throughout the work is concrete and easy to follow, with examples drawn from art, history, anthropology, psychology, and similar areas.",http://images.amazon.com/images/P/0486202380.01.LZZZZZZZ.jpg,http://images.amazon.com/images/P/0486202380.01.MZZZZZZZ.jpg,7,1955,Non-fiction
